id,status,outer_qty,inner_qty,common_unit,item_name,pack_string,vendor,sku,parsed_pack,override_values
5e2dd374-af48-4820-9dc1-a6ddb436d048,approved,10,250,ea,3 oz Portion Cups,10/250CT,pfg,869934,,
c4665a2f-0782-4864-9825-96b659c14533,approved,4,1,ga,Banana Peppers,4/1 GA,pfg,718428,"{""inner_qty"": 1, ""outer_qty"": 4, ""inner_type"": ""ga"", ""outer_type"": ""case"", ""common_unit"": ""ga""}",null
e04a02a9-248e-4f5c-92cd-284ca41fc3b9,approved,3,1000,ea,Wax Paper 9x9 inch,3/1000 CT,pfg,241193,"{""inner_qty"": 1000, ""outer_qty"": 3, ""inner_type"": ""ea"", ""outer_type"": ""case"", ""common_unit"": ""ea""}",null
72c29b4a-8f80-4f95-b70c-936004e5cbd9,approved,1,5,ga,Barqs Rootbeer BIB 5g,1/5 GA,pfg,54033,"{""inner_qty"": 5, ""outer_qty"": 1, ""inner_type"": ""ga"", ""outer_type"": ""case"", ""common_unit"": ""ga""}",null
2403d5fd-004e-4974-9cac-e3749f08aa22,approved,24,330,ml,Blood Orange Pellegrino 11.2oz,24/330 ML,pfg,801626,"{""inner_qty"": 330, ""outer_qty"": 24, ""inner_type"": ""ml"", ""outer_type"": ""case"", ""common_unit"": ""ml""}",null
21864aac-dd1d-4bff-9219-2d133763a541,approved,1,100,ea,Beard Net,1/100 CT,pfg,912657,"{""inner_qty"": 100, ""outer_qty"": 1, ""inner_type"": ""ea"", ""outer_type"": ""case"", ""common_unit"": ""ea""}",null
1547ff3f-64d1-42e0-9200-35540cb7f566,approved,10,100,ea,Water Cup Lids,10/100 CT,pfg,870410,"{""inner_qty"": 100, ""outer_qty"": 10, ""inner_type"": ""ea"", ""outer_type"": ""case"", ""common_unit"": ""ea""}",null
0cce7f62-ad60-4d22-9b52-eb4e281d2c89,approved,1,1000,ea,"1"" Deli ""Hot"" Label Roll",1/1000 CT,pfg,943842,"{""inner_qty"": 1000, ""outer_qty"": 1, ""inner_type"": ""ea"", ""outer_type"": ""case"", ""common_unit"": ""ea""}",null
de987d18-3986-4569-8e87-936a16a83f3c,approved,6,2.5,kg,Artichokes,6/2.5 KG,pfg,180950,"{""inner_qty"": 2.5, ""outer_qty"": 6, ""inner_type"": ""kg"", ""outer_type"": ""case"", ""common_unit"": ""kg""}",null
227a015a-435b-4eac-915d-a67b2984bf69,approved,2,1,ga,Balsamic Glaze,2/1 GA,pfg,422105,"{""inner_qty"": 1, ""outer_qty"": 2, ""inner_type"": ""ga"", ""outer_type"": ""case"", ""common_unit"": ""ga""}",null
ba1bf3bb-42f8-424c-b411-360003955677,proposed,6,1,qt,Peroxide Disinfectant w/Bleach,6/1 QT,pfg,591390,"{""inner_qty"": 1, ""outer_qty"": 6, ""inner_type"": ""qt"", ""outer_type"": ""case"", ""common_unit"": ""qt""}",null
d683f073-915a-468e-ad22-e67de14cf99f,proposed,200,3.5,gm,Parmesan Packets,200/3.5 GM,pfg,232186,"{""inner_qty"": 3.5, ""outer_qty"": 200, ""inner_type"": ""gm"", ""outer_type"": ""case"", ""common_unit"": ""gm""}",null
8f6a3859-43ea-43c9-aded-e801c97f3a4d,proposed,32,2.75,oz,Iced Tea Bags,32/2.75 OZ,pfg,278951,"{""inner_qty"": 2.75, ""outer_qty"": 32, ""inner_type"": ""oz"", ""outer_type"": ""case"", ""common_unit"": ""oz""}",null
e0d41718-a37f-4f40-a60f-cf33e392a10f,proposed,1,100,ea,Fruit/Veggie Wash Test Strips,1/100 CT,pfg,515275,"{""inner_qty"": 100, ""outer_qty"": 1, ""inner_type"": ""ea"", ""outer_type"": ""case"", ""common_unit"": ""ea""}",null
6ccd53b1-82cf-4076-a8af-34f80d33ef84,proposed,2,64,oz,Chipotle Sauce,2/64 OZ,pfg,896859,"{""inner_qty"": 64, ""outer_qty"": 2, ""inner_type"": ""oz"", ""outer_type"": ""case"", ""common_unit"": ""oz""}",null
3e17e56f-e1c5-4095-ab0e-fecc3e122aed,proposed,1,5,ga,Powerade Mountain Blast BIB 5g,1/5 GA,pfg,955714,"{""inner_qty"": 5, ""outer_qty"": 1, ""inner_type"": ""ga"", ""outer_type"": ""case"", ""common_unit"": ""ga""}",null
d18e735b-12cd-4ee2-aa0a-9799256b16f9,proposed,2000,0.1,oz,Sugar Packets,2000/.1 OZ,pfg,351199,"{""inner_qty"": 0.1, ""outer_qty"": 2000, ""inner_type"": ""oz"", ""outer_type"": ""case"", ""common_unit"": ""oz""}",null
0af72fec-1cb7-4bc3-bd59-e83d526a4680,proposed,2,0.8,ga,Peroxide (Dispenser),2/.8 GA,pfg,529191,"{""inner_qty"": 0.8, ""outer_qty"": 2, ""inner_type"": ""ga"", ""outer_type"": ""case"", ""common_unit"": ""ga""}",null
3d40b441-364c-4b78-bf82-1ae13fa09627,proposed,48,2,oz,Chocolate Chip Cookies,48/2 OZ,pfg,820246,"{""inner_qty"": 2, ""outer_qty"": 48, ""inner_type"": ""oz"", ""outer_type"": ""case"", ""common_unit"": ""oz""}",null
abb83334-6eba-4bd3-a7cc-33aa63aa451c,proposed,2,1,ga,Glass Cleaner (Concentrate),2/1 GA,pfg,259393,"{""inner_qty"": 1, ""outer_qty"": 2, ""inner_type"": ""ga"", ""outer_type"": ""case"", ""common_unit"": ""ga""}",null
ca882172-b6fe-42ea-9009-9dcb674714a0,proposed,18,36.8,oz,Goodie Bags,18/36.8 OZ,pfg,340770,"{""inner_qty"": 36.8, ""outer_qty"": 18, ""inner_type"": ""oz"", ""outer_type"": ""case"", ""common_unit"": ""oz""}",null
d94a96fd-6851-4db4-acaa-451226e907e6,proposed,24,330,ml,Lemon Pellegrino 11.2oz,24/330 ML,pfg,803282,"{""inner_qty"": 330, ""outer_qty"": 24, ""inner_type"": ""ml"", ""outer_type"": ""case"", ""common_unit"": ""ml""}",null
cda4821f-26d4-49a9-9629-f17daf98aea5,proposed,12,14.1,oz,Digestive Cookies,12/14.1 OZ,pfg,204867,"{""inner_qty"": 14.1, ""outer_qty"": 12, ""inner_type"": ""oz"", ""outer_type"": ""case"", ""common_unit"": ""oz""}",null
e04a2a97-0d21-455c-868f-5b6c9780d409,proposed,24,12,oz,IBC Cream Soda Bottle 20oz,24/12 OZ,pfg,597733,"{""inner_qty"": 12, ""outer_qty"": 24, ""inner_type"": ""oz"", ""outer_type"": ""case"", ""common_unit"": ""oz""}",null
0e1193df-d38e-451d-8e6a-34bfc31c505a,proposed,24,20,oz,Coke Bottle 20z,24/20 OZ,pfg,532033,"{""inner_qty"": 20, ""outer_qty"": 24, ""inner_type"": ""oz"", ""outer_type"": ""case"", ""common_unit"": ""oz""}",null
